 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Working Capital to Total Assets, Current Liability to Assets, Working Capital/Equity, Current Liabilities/Equity, Retained Earnings to Total Assets, Total expense/Assets, Current Liability to Equity, Equity to Long-term Liability, Current Liability to Current Assets, Net Income to Total Assets, Net Income to Stockholder's Equity, Liability to Equity,Bankrupt?
0.482474528347877,0.56754252071522,0.538197976337063,0.1829252875985,0.1829252875985,0.1829252875985,0.218965680249598,0.0964905138018077,0.178579498380658,0.103576503310457,0.896423496689543,0.374179962109944,0.0964710863582328,0.177611039891411,0.75120434292108,0.0320868027606662,0.731958967761215,0.327484654084158,0.942828956208544,0.0288024007502241,0.327484654084158,0.120942626541559,0.0471663480130232,0.814110614307489,0.841337129150271,0.278356431683457,0.0
0.444401111490274,0.549716528565198,0.498956046897585,0.173865408115966,0.173865408115966,0.173865408115966,0.204689420440579,0.0960019542382542,0.172478722602998,0.0943858270097046,0.905614172990295,0.373113046123427,0.0959662579184783,0.171525525978433,0.769113889446861,0.0479948129460321,0.733045299018059,0.328042000740244,0.93295521516369,0.0569522804331302,0.328042000740244,0.116458578430907,0.0337116016801524,0.804886952966321,0.840649731622796,0.277892081792766,0.0
0.491151952420416,0.551569995638901,0.543390973820868,0.169398676836206,0.169398676836206,0.169398676836206,0.219343859317387,0.104877452976142,0.174286359870453,0.144662454273362,0.855337545726638,0.377306898271686,0.104857752373508,0.173290098785914,0.760000221809245,0.0956718995297444,0.73268161569497,0.331114214993752,0.930139634781563,0.0289815649541968,0.331114214993752,0.116955694935558,0.0435139896178212,0.803260160615522,0.840702415877267,0.281113383864046,0.0
0.474040852142544,0.533307893589185,0.523689705016329,0.171547764527411,0.171547764527411,0.171547764527411,0.212914815164981,0.0960019542382542,0.168863448068088,0.106569519605768,0.893430480394232,0.373151070382904,0.0959581155242887,0.167860643993666,0.791909626507644,0.0691661659638453,0.734591204579447,0.329035251137398,0.930763202677411,0.0244835563399058,0.329035251137398,0.113571080191011,0.0289016723593667,0.794157852517078,0.839910496767797,0.278517752959524,0.0
0.506703066348169,0.57582860880942,0.569837785748702,0.180565505035607,0.180565505035607,0.180565505035607,0.226434716838423,0.103167494503705,0.178880771258567,0.0896393264201711,0.910360673579829,0.373692356900173,0.103180419170453,0.177920217178192,0.802390919116921,0.027638023218934,0.734995669476609,0.327227478764221,0.94025165752662,0.0119415074643122,0.327227478764221,0.119471450608925,0.0155531326728028,0.819715357306136,0.841623679912454,0.27766768513616,0.0
0.513820504070589,0.57108591365024,0.558755822046148,0.174328936833677,0.174328936833677,0.181787535291391,0.223787463363903,0.110333034769156,0.182420727574,0.0990718626235753,0.900928137376425,0.373544733304554,0.110313156480532,0.179828067264912,0.7919906610319,0.0533853563563156,0.734495148865496,0.328300316444762,0.933540910463702,0.0553818953293584,0.328300316444762,0.118419700253211,0.0258128487067077,0.815418713855725,0.841399049949549,0.278123542773057,0.0
0.48890947204212,0.560237679895334,0.540285882541892,0.183852345033922,0.183852345033922,0.183852345033922,0.220194762219911,0.0957576744564775,0.176169315357385,0.0612812528342957,0.938718747165704,0.372267565530338,0.0957545556695491,0.175167785234899,0.752032218453819,0.0387616550386571,0.731993724703647,0.327470954255664,0.942018218547371,0.0076786087302244,0.327470954255664,0.113682405362067,0.0462912301964762,0.810421134587852,0.840888957443775,0.276517862314948,0.0
0.535952810412909,0.590438290449193,0.580919749451255,0.189541106569466,0.189541106569466,0.189541106569466,0.233052850524723,0.114160084683658,0.189274685546434,0.0787253983130272,0.921274601686973,0.372724975004641,0.114172651326396,0.188288967649499,0.816363501604604,0.0446373780123085,0.735630620471031,0.327786671384638,0.948858906532939,0.0400184855275817,0.327786671384638,0.11598298755793,0.0181566375652698,0.826642041201762,0.841983321753659,0.277189778453972,0.0
0.504070589382343,0.559801569995639,0.55864874993308,0.175129577346087,0.175129577346087,0.175129577346087,0.220005672686017,0.102108948782672,0.17601867891843,0.141336880611906,0.858663119388094,0.378709322430063,0.102113765531617,0.175062212502828,0.766580251219532,0.0874131414741735,0.733185251145198,0.330593494077527,0.935009281984505,0.0200027998283443,0.330593494077527,0.122290518681601,0.0400836626660674,0.806263914593922,0.840954675675957,0.280838654876666,0.0
0.487398235265441,0.543720017444396,0.533647411531667,0.176478024524883,0.176478024524883,0.176478024524883,0.217452963978444,0.102760361534077,0.174512314528885,0.0774858663119388,0.922514133688061,0.371230845279288,0.102757014672594,0.173531407887791,0.809073201243094,0.0547715959620629,0.735200727551333,0.328140542219584,0.933563970913442,0.0872959625304909,0.328140542219584,0.111816397833869,0.0219368610613265,0.802551849429409,0.840455976086351,0.277138798973532,0.0
0.485253254034027,0.545573484518099,0.534664596605814,0.189119716826092,0.189119716826092,0.189119716826092,0.219343859317387,0.101213256249491,0.176169315357385,0.0963509387187471,0.903649061281253,0.36963718146295,0.101169247805625,0.175205489782068,0.789153248025469,0.0125482805799749,0.734286173823141,0.326672008418766,0.939765139730377,0.0235294828509088,0.326672008418766,0.110933233663468,0.0109407284049022,0.80463901213129,0.840638613018106,0.277987940183913,0.0
0.504558085116755,0.564489751417357,0.553027463997002,0.185453626058742,0.185453626058742,0.185453626058742,0.225394724402004,0.107401677387835,0.181667545379227,0.100734649454304,0.899265350545696,0.371209596428404,0.107422606543228,0.18066510821205,0.847345861558187,0.0685261041035546,0.737989358630271,0.328924458893678,0.937920804869362,0.033490377677269,0.328924458893678,0.110933233663468,0.0186129431781689,0.814011882705804,0.841311469523341,0.278208025459001,0.0
0.512016769853264,0.563672045355429,0.569034744900691,0.176983692216931,0.176983692216931,0.176983692216931,0.22322019476222,0.110007328393453,0.177449725088499,0.146506636031079,0.853493363968921,0.377012769441021,0.110036315078086,0.176494985295227,0.764144883469675,0.0776394903553029,0.733029730476845,0.33023501800171,0.936223801831732,0.0567865521129865,0.33023501800171,0.124068109116945,0.0403947838257492,0.808976427196184,0.841234473750761,0.28127420443142,0.0
0.49485692000195,0.548135630178805,0.540446490711494,0.184400151700308,0.184400151700308,0.184400151700308,0.218965680249598,0.109193062454198,0.173834450553589,0.19303443480364,0.80696556519636,0.38727596441824,0.109148794111421,0.172860266948194,0.734030366532548,0.148790999132943,0.729973923053778,0.337398695626466,0.93856123349435,0.0230569804778184,0.337398695626466,0.122590321347876,0.0552426750998399,0.798103629260323,0.840325896066444,0.287134337024927,0.0
0.509969287768732,0.561382468382032,0.552599175544729,0.172896211706207,0.172896211706207,0.172896211706207,0.22189656802496,0.113834378307955,0.178278225502749,0.19451582670738,0.80548417329262,0.388057698458675,0.113830670770433,0.177309403514064,0.745811316274545,0.147142954808218,0.731355719668546,0.337432936145491,0.933883562062243,0.0288464702634791,0.337432936145491,0.126350472891858,0.0501706511809911,0.803444645412305,0.84104674505462,0.287405943036028,0.0
0.444986106371569,0.503652420409943,0.495529739279405,0.161307993763432,0.161307993763432,0.161307993763432,0.203554883237213,0.0938848627961892,0.160653762145063,0.14674849593373,0.85325150406627,0.377159274676067,0.0939062321885127,0.159678757258125,0.752991982324317,0.0446516334281012,0.732118863783762,0.328518642443675,0.923742746015952,0.0298788242134928,0.328518642443675,0.124437101825083,0.0455039195364612,0.772908884661082,0.837925614007031,0.281294868361888,0.0
0.519280456296007,0.563617531617968,0.568606456448418,0.179217057856812,0.179217057856812,0.179217057856812,0.224260187198639,0.108378796514942,0.17963395345334,0.092057925446685,0.907942074553315,0.37216691307878,0.108407836240168,0.17869693084986,0.746912099549146,0.0660732030729706,0.731698389915072,0.328713957177203,0.942045500965593,0.0531008179927038,0.328713957177203,0.113637687271171,0.0514813759696364,0.812973644132776,0.841187894768005,0.27778065156698,0.0
0.547408960171598,0.593054949847362,0.592483537662616,0.182630314778138,0.182630314778138,0.182630314778138,0.228420156944313,0.111554433678039,0.185960683889433,0.0360975904707198,0.96390240952928,0.369875392264971,0.111575227579918,0.184986049317548,0.839002274859763,0.0383733508227971,0.736094529454523,0.327333227352661,0.943096297038018,0.021203558945478,0.327333227352661,0.110933233663468,0.0133933066151283,0.830176405307051,0.841854181631694,0.275704458052421,0.0
0.500853117535222,0.563944614042739,0.550564805396434,0.177952888626691,0.177952888626691,0.177952888626691,0.2205729412877,0.0971419265532123,0.178428861941704,0.0895788614445083,0.910421138555492,0.371971199978527,0.0971387626817789,0.177490385340472,0.819444466447688,0.049464084101822,0.736007060562927,0.328054100588709,0.93768584755713,0.0209511938674771,0.328054100588709,0.114779314152081,0.018802183379403,0.812100285489518,0.8411159928915,0.277664420394596,0.0
0.41612635889436,0.470235499345835,0.463782857754698,0.156209177868611,0.156209177868611,0.156209177868611,0.177838706627588,0.0985261786499471,0.139639978910899,0.219608791607461,0.780391208392539,0.392590413860514,0.0985473968765776,0.138624538119297,0.703730256210006,0.198285095189837,0.724531115070391,0.34619823102173,0.908947697741883,0.0530895531056673,0.34619823102173,0.113571113350474,0.0658158530780964,0.750430839246873,0.831976032408709,0.293599485101659,1.0
0.462194705796324,0.536033580462276,0.514427967235933,0.14550587838692,0.14550587838692,0.14550587838692,0.202514890800794,0.0919306245419754,0.165549446411087,0.228890165371708,0.771109834628292,0.396528161437585,0.0919113456120638,0.164565266571148,0.673325140693406,0.141036557645787,0.718087877347825,0.342348547915856,0.868460717296699,0.0224017065989479,0.342348547915856,0.130978632532992,0.124882710179452,0.787081562191271,0.838258501827446,0.297038120702888,1.0
0.476088334227076,0.544483209768862,0.529685743348145,0.158695377354515,0.158695377354515,0.158695377354515,0.211023919826038,0.102434655158375,0.169993221360247,0.208241376182846,0.791758623817154,0.38402489023291,0.102423176510821,0.168991780408717,0.697045111263781,0.144464755676761,0.724543976811584,0.338921755786056,0.908330178891868,0.0553442033972537,0.338921755786056,0.114574875634682,0.0826660718934626,0.79602266635259,0.840052354819015,0.290364861431961,0.0
0.505874323599668,0.570704317488007,0.55982654317683,0.177025831191269,0.177025831191269,0.177025831191269,0.225394724402004,0.10324892109763,0.179257362355954,0.116848565468452,0.883151434531548,0.375580149547176,0.103082710440178,0.178206771736671,0.785427201109879,0.0880275110524175,0.734300444221283,0.330020694282541,0.937473539811651,0.0261244867493224,0.330020694282541,0.116431126822906,0.0334418320781055,0.8141021444053,0.841431597677494,0.279110823236052,0.0
0.486374494223176,0.544755778456171,0.540500026768028,0.185875015802115,0.185875015802115,0.185875015802115,0.218209322114021,0.0932334500447846,0.173081268358816,0.0623393899083955,0.937660610091604,0.370535225002964,0.0931978438940186,0.172091094185959,0.79989075144347,0.0629852318661099,0.734506996524468,0.32828850844728,0.937101764402904,0.0297976827489511,0.32828850844728,0.110933233663468,0.0256903594101168,0.80292347799953,0.840451101401298,0.276555323824668,0.0
0.494369424267538,0.550915830789359,0.548583971304674,0.174033964013316,0.174033964013316,0.174033964013316,0.218682045948757,0.108215943327091,0.173608495895157,0.124104362547994,0.875895637452006,0.375313979730833,0.108204276385428,0.172656662393485,0.826180808370658,0.107973141077189,0.737300793483967,0.331087957780501,0.934730336547086,0.0407011091686816,0.331087957780501,0.11385819656976,0.0270097755019044,0.803065744296262,0.840608631798272,0.279572351510817,0.0
0.475162092331692,0.564544265154819,0.52502810642968,0.180186254266571,0.180186254266571,0.180186254266571,0.213576628533611,0.0960833808321798,0.177675679746931,0.122622970644254,0.877377029355746,0.376271296381209,0.0960965362255117,0.176698589849936,0.753131106606647,0.0268249264151524,0.732100099289949,0.327391339331141,0.93823378870164,0.0302372731356502,0.327391339331141,0.126893762046851,0.0435699727474226,0.811257383194871,0.841252149001051,0.279473637867886,0.0
0.462925949397943,0.516354121238552,0.517104770062637,0.166111836837891,0.166111836837891,0.166111836837891,0.209794837855725,0.0971419265532123,0.164419673118927,0.139281071439369,0.860718928560631,0.377688259227034,0.0971061931050206,0.163471834703265,0.752031073932679,0.0668864003846082,0.732034174262065,0.329514477258723,0.927407108748788,0.0444451323185891,0.329514477258723,0.123413097115044,0.047146167625873,0.784384878843847,0.839028885008747,0.280673194902107,0.0
0.478915809486667,0.541321412996075,0.529310990952406,0.167502422991024,0.167502422991024,0.167502422991024,0.214994800037818,0.100806123279863,0.171725540408225,0.147201983251202,0.852798016748798,0.37700829599873,0.100794697672904,0.170778975944499,0.784658593786482,0.0667898989263249,0.73471852097034,0.329685391249061,0.930539498151253,0.0268856659256116,0.329685391249061,0.121453012625326,0.0307111162442824,0.797743521000021,0.840205745904451,0.281334802107135,0.0
0.481060790718081,0.539467945922372,0.530863536591895,0.172179849142472,0.172179849142472,0.172179849142472,0.215372979105606,0.0968976467714356,0.170671085335543,0.0953834991081416,0.904616500891858,0.37206178718493,0.0969189180386601,0.169662921348315,0.821157203852451,0.0369109392508691,0.73622939972641,0.327619186930016,0.932102119442917,0.0227111969609883,0.327619186930016,0.116140764144633,0.0153036136264216,0.798173897544613,0.840192796047555,0.277940275905438,0.0
0.486228245502852,0.548026602703881,0.544140478612345,0.177110109139944,0.177110109139944,0.177110109139944,0.212253001796351,0.0946177021415194,0.171273631091361,0.0800858602654412,0.919914139734559,0.373058246455356,0.0946390476655756,0.170311439559611,0.800966550282255,0.0318425331061389,0.734779649388866,0.327333169034145,0.934363318155994,0.0141524170936235,0.327333169034145,0.117170462328494,0.0173900130803097,0.801371569744629,0.840385757478808,0.277247090635208,0.0
0.507824306537318,0.571631051024858,0.549226403983083,0.174876743500063,0.174876743500063,0.177910749652353,0.221612933724118,0.113671525120104,0.183927091963546,0.118874142153158,0.881125857846842,0.374405870945663,0.113651538098262,0.182128044642184,0.773200225769305,0.0620319590749032,0.733482748640286,0.32891815615763,0.932853037736966,0.0533865438419626,0.32891815615763,0.121134084585195,0.0342822550940703,0.815731085142529,0.841573616502083,0.279235950325587,0.0
0.489153219909326,0.562690798081116,0.541517211842176,0.185074375289705,0.185074375289705,0.185074375289705,0.220667486054647,0.0953505414868496,0.176621224674249,0.0690207697191402,0.93097923028086,0.37273615861037,0.0953474359600697,0.175680567076389,0.746585921782487,0.0497893575217391,0.731702194156741,0.327895450888576,0.942100288262037,0.0093119115378836,0.327895450888576,0.113433973775324,0.0529894926808951,0.811426300758598,0.840978536246519,0.276802951199344,0.0
0.511188027104763,0.566888355865678,0.559077038385353,0.186970629134887,0.186970629134887,0.186970629134887,0.225489269168951,0.107238824199984,0.181215636062363,0.0866463101248602,0.91335368987514,0.373331126435136,0.107243473871057,0.180265440012065,0.801107924987208,0.0611603796876062,0.734876803345782,0.328464925276516,0.945429865976427,0.042633751869283,0.328464925276516,0.115015468328868,0.0250410417826297,0.813567760267837,0.841197466664069,0.27753151182204,0.0
0.523034173450982,0.575883122546882,0.576422720702393,0.178964224010788,0.178964224010788,0.178964224010788,0.228325612177366,0.112124419835518,0.183023273329818,0.137981074462618,0.862018925537382,0.377794503481456,0.112096340808051,0.182022471910112,0.751569314685571,0.104974926478333,0.731997445585889,0.3313666273415,0.93849638089017,0.0182407389014661,0.3313666273415,0.118233119859588,0.0478205708628628,0.816256591930727,0.84180224093936,0.280568752204964,0.0
0.508848047579584,0.553423462712604,0.552920391883934,0.174413214782352,0.174413214782352,0.174413214782352,0.222842015694431,0.105040306163993,0.177525043307976,0.0911509508117423,0.908849049188258,0.371372877072043,0.105028742651489,0.176525148932961,0.795926540409327,0.0702180366525852,0.734631402908395,0.328860865184663,0.935180058419969,0.0848793239216107,0.328860865184663,0.112140100212676,0.0279892214352708,0.807572628836292,0.840820359712895,0.277737513870731,0.0
0.488958221615561,0.549007849978195,0.53894748112854,0.187097046057899,0.187097046057899,0.187097046057899,0.2205729412877,0.102678934940151,0.176922497552158,0.0942346645705475,0.905765335429453,0.36963718146295,0.102634878759751,0.175929417087701,0.775479414244298,0.0109471347671599,0.733431041642857,0.326604641989515,0.940555139941672,0.0234604461974946,0.326604641989515,0.110933233663468,0.0137880446389998,0.806666537650301,0.840770515293026,0.277884763341779,0.0
0.502120606444694,0.563508504143044,0.545853632421436,0.185200792212718,0.185200792212718,0.185200792212718,0.222842015694431,0.112042993241593,0.182646682232432,0.0996765123802038,0.900323487619796,0.370670546632281,0.112055628837103,0.181652967347862,0.855304512611801,0.0676770771328813,0.738453724600844,0.328875992726653,0.937669899147271,0.0437922609862891,0.328875992726653,0.110933233663468,0.0175679084788069,0.813580403299354,0.841274521947495,0.278154235737719,0.0
0.523082923024424,0.563344962930659,0.572353980405803,0.178753529139101,0.178753529139101,0.178753529139101,0.225772903469793,0.116684309095351,0.181064999623409,0.141941530368534,0.858058469631466,0.375735601666805,0.116704935919358,0.180122162732826,0.764547579743336,0.083577916623914,0.733028923811299,0.330416347192852,0.937543556605271,0.058327856731166,0.330416347192852,0.121344485536503,0.0406862953931031,0.809900025793642,0.841281669746899,0.280887572960498,0.0
0.493345683225272,0.550534234627126,0.539804058033085,0.185411487084404,0.185411487084404,0.185411487084404,0.219532948851281,0.104144613630812,0.175340814943135,0.20110650905463,0.79889349094537,0.388924427902649,0.104157506473203,0.17436844883493,0.736628546483472,0.154735300008426,0.730144408184004,0.338820377218321,0.939119704270878,0.0225617309021248,0.338820377218321,0.124274553544142,0.0537930903249886,0.799841684452634,0.840598890749099,0.288724026813852,0.0
0.505630575732462,0.559747056258177,0.549172867926549,0.172516960937171,0.172516960937171,0.172516960937171,0.218492956414862,0.111391580490188,0.176093997137908,0.184660035674336,0.815339964325664,0.385539150448574,0.111404237301936,0.175152703416032,0.741778104049764,0.148863536116538,0.730963512523526,0.336572430326596,0.93296618823123,0.0300030875201421,0.336572430326596,0.121763041212354,0.0517833863733011,0.802637950812378,0.840860318613959,0.285723769578705,0.0
0.46955589138595,0.527202354993458,0.522511911772579,0.159538156841262,0.159538156841262,0.159538156841262,0.212442091330245,0.0982818988681703,0.166754537922724,0.154215920428092,0.845784079571908,0.37809981591785,0.09830312505089,0.165794434808838,0.732740420864456,0.0618289177429289,0.730386435487684,0.32958470774727,0.921157400283521,0.028967960582601,0.32958470774727,0.123163288875764,0.0711731712247925,0.788125640198415,0.839285131784148,0.281981864383029,0.0
0.52371666747916,0.561546009594418,0.568178167996145,0.179427752728499,0.179427752728499,0.179427752728499,0.22388200813085,0.111147300708411,0.180387135648113,0.0916044381292137,0.908395561870786,0.372056195382066,0.111159965476249,0.17941331724606,0.739914837150199,0.074449813238745,0.731279326204388,0.329028913516832,0.941752414261214,0.0492990795614105,0.329028913516832,0.111971750154829,0.0575078520985313,0.811328897524071,0.841074766121287,0.277759438570488,0.0
0.521912933261834,0.56487134757959,0.568178167996145,0.178669251190426,0.178669251190426,0.178669251190426,0.221612933724118,0.108134516733165,0.178504180161181,0.0518487166308915,0.948151283369108,0.371134666270021,0.108098425260964,0.177550712615941,0.820765492112848,0.0548984950163309,0.735445477545918,0.327938302723523,0.937410454269399,0.0249837990341245,0.327938302723523,0.110933233663468,0.019789517257016,0.812826429211926,0.840991944445713,0.276193025495972,0.0
0.503193097060401,0.559692542520715,0.550671877509503,0.179385613754161,0.179385613754161,0.179385613754161,0.22189656802496,0.0985261786499471,0.178353543722226,0.0939021072044018,0.906097892795598,0.371953306209362,0.0985311120881984,0.177354648970666,0.797277117284822,0.066617814014015,0.734750228758991,0.328758198764507,0.936300904686825,0.0157044320013342,0.328758198764507,0.112523243721568,0.0270168068643629,0.809661362707912,0.840973026009749,0.277868818728457,0.0
0.453029785989373,0.516572176188399,0.505594517907811,0.156799123509334,0.156799123509334,0.156799123509334,0.200151271627115,0.094129142577966,0.158017624463358,0.210357650331046,0.789642349668954,0.392383517154533,0.0941016496490628,0.157016816228037,0.715123509277525,0.0897984427763058,0.726919902678065,0.334301302406241,0.920882488497633,0.0159791601066171,0.334301302406241,0.149144335077586,0.0864583230327093,0.777094466430958,0.837052996383121,0.290903713986462,1.0
0.472090869204894,0.53881378107283,0.517051234006103,0.148202772744511,0.148202772744511,0.148202772744511,0.206013047177839,0.0951876882989984,0.16795962943436,0.23529945279197,0.76470054720803,0.40512499916123,0.0951683032878988,0.167310157605007,0.662359962531727,0.201894137779344,0.714505499921403,0.351680524690527,0.912825940285011,0.0201951921597034,0.351680524690527,0.120854331627658,0.094806220340148,0.791982244970901,0.839162225658445,0.300005450754857,1.0
0.066933164334812,0.0571849105974705,0.0548209218908935,0.120011798912814,0.120011798912814,0.120011798912814,0.0842393873499102,0.0661998208614934,0.0674851246516532,0.321371345648033,0.678628654351967,0.26203523730493,0.066995619391926,0.0724530578387754,0.692375034126226,0.252297962603889,0.762552184965444,0.241052683507238,0.841966378156722,0.203706253423267,0.241052683507238,0.0258510850561139,0.06528574912897,0.525650952071236,1.0,0.182790358888349,1.0
0.406668941646761,0.467291757522896,0.453450398843621,0.151531751717163,0.151531751717163,0.151531751717163,0.175002363619174,0.0698640175881443,0.141372297958876,0.221452973365178,0.778547026634822,0.391787430969194,0.0698454573582816,0.140351406379609,0.676279736223666,0.198480137642744,0.71990960290141,0.346707013494987,0.915031112372524,0.0688995098464597,0.346707013494987,0.110933233663468,0.0833577878116932,0.746585996946147,0.831081516146261,0.29422214206968,1.0
0.482230780480671,0.544319668556476,0.536431286471438,0.156082760945599,0.156082760945599,0.156082760945599,0.215656613406448,0.100806123279863,0.170897039993975,0.202859993348853,0.797140006651147,0.382244460200902,0.100810982461283,0.169836362265289,0.723855040367946,0.112883313219938,0.728449407796885,0.335577644897603,0.903544493904117,0.0569160807107071,0.335577644897603,0.121266294631818,0.0657727093260039,0.797585081424739,0.840279753168226,0.289105073092302,0.0
0.48851947545459,0.550152638464893,0.540339418598426,0.183388816316211,0.183388816316211,0.183388816316211,0.220951120355488,0.105610292321472,0.176545906454771,0.141548508026726,0.858451491973275,0.377871670360984,0.104141221684824,0.174609757936807,0.76716290958081,0.114493576486944,0.733232935175571,0.331966207011872,0.936347816602325,0.0283363488858249,0.331966207011872,0.11632344717229,0.0415688514618489,0.804705530749328,0.840817533006551,0.280854626942298,0.0
0.476478330814605,0.533416921064108,0.527811981369452,0.181281867599343,0.181281867599343,0.181281867599343,0.215089344804765,0.0951062617050729,0.170972358213452,0.0416301357438704,0.95836986425613,0.36963718146295,0.0951194489227613,0.169987180453963,0.820679031802545,0.0384017725889593,0.735300524507721,0.327359399333021,0.942043663814981,0.031677940455667,0.327359399333021,0.110933233663468,0.0157941813421729,0.797389746747958,0.840118267328821,0.27586936929824,0.0
